group,names,scores,logfoldchanges,pvals,pvals_adj
Cluster 2,S100A9,-4.990754,-4.6008134,6.01439579349592e-07,5.898734335928691e-06
Cluster 2,S100A10,-4.992978,-1.190384,5.945535367237862e-07,5.898734335928691e-06
Cluster 2,TXNIP,-5.023791,-1.6454779,5.066138366481689e-07,5.167461133811323e-06
Cluster 2,ANXA5,-5.0307794,-1.4478221,4.884898047765302e-07,5.049928387216832e-06
Cluster 2,H1FX,-5.0841465,-5.2720456,3.6928319490940647e-07,3.923633945912444e-06
Cluster 2,FOS,-5.1384664,-1.4560624,2.769900701447034e-07,3.0271057665814015e-06
Cluster 2,JUNB,-5.154667,-0.86288846,2.5408229837590346e-07,2.8169993950371906e-06
Cluster 2,FCN1,-5.1762676,-5.864872,2.2636861750050507e-07,2.546646946880682e-06
Cluster 2,LGALS3,-5.1781735,-2.6334198,2.240686346558484e-07,2.546646946880682e-06
Cluster 2,C1orf162,-5.315085,-1.930313,1.0660752457896123e-07,1.2945199413159578e-06
Cluster 2,TYMP,-5.326521,-2.4747202,1.0011182052454966e-07,1.2352506887303306e-06
Cluster 2,HCST,-5.3465333,-2.0531003,8.965475666607851e-08,1.143098147492501e-06
Cluster 2,H2AFY,-5.378299,-1.8508745,7.519271570419937e-08,1.0091653949774125e-06
Cluster 2,CPVL,-5.37957,-6.1338787,7.466395946131138e-08,1.0091653949774125e-06
Cluster 2,ITGB2,-5.477092,-1.368791,4.323734695532591e-08,6.013921894695331e-07
Cluster 2,ABI3,-5.891638,-4.0263433,3.823867786402249e-09,6.200640780607274e-08
Cluster 2,PSAP,-5.943416,-2.2606797,2.7914234918316524e-09,4.853270389207305e-08
Cluster 2,FTL,-5.989159,-0.9647789,2.1092848766375793e-09,3.7525649549482514e-08
Cluster 2,AMICA1,-6.048879,-5.069941,1.4585682635489656e-09,2.6566779086070447e-08
Cluster 2,IFITM2,-6.1635547,-1.8009949,7.112984837129395e-10,1.3271788781473141e-08
Cluster 2,C10orf54,-6.3138075,-3.0348039,2.7225221420340383e-10,5.340331893989845e-09
Cluster 2,CFP,-6.3935404,-4.8150425,1.6208822561565617e-10,3.317793158475507e-09
Cluster 2,ID2,-6.5221925,-3.1021528,6.92869753586644e-11,1.5501113747638012e-09
Cluster 2,EIF4A1,-6.582548,-1.1792074,4.624535862134078e-11,1.105553104541428e-09
Cluster 2,GIMAP7,-6.6193967,-2.803389,3.6066827086032744e-11,8.900362168004854e-10
Cluster 2,VIM,-6.69087,-1.2676904,2.2184772930752795e-11,5.852190100698583e-10
Cluster 2,S100A4,-6.9011607,-1.2212708,5.157930457075496e-12,1.461413629504724e-10
Cluster 2,S100A6,-7.194043,-1.5199887,6.290027429745754e-13,1.9247483935022006e-11
Cluster 2,ANXA1,-7.1946783,-3.4910932,6.260809730161127e-13,1.9247483935022006e-11
Cluster 2,TIMP1,-7.259799,-3.42845,3.876665096953998e-13,1.2894125213781776e-11
Cluster 2,LST1,-7.566976,-4.537363,3.8201271925333415e-14,1.3916177629942887e-12
Cluster 2,TYROBP,-7.708017,-4.893956,1.2778783903115723e-14,5.145141939938699e-13
Cluster 2,LYZ,-7.7486773,-6.961455,9.285461467761428e-15,3.946321123798607e-13
Cluster 2,AIF1,-7.7540774,-5.0262523,8.898792153408843e-15,3.946321123798607e-13
Cluster 2,CST3,-8.122881,-7.104103,4.552468035501443e-16,2.321758698105736e-14
Cluster 2,GSTP1,-8.263604,-2.6162248,1.4133893331451007e-16,7.723163141828585e-15
Cluster 2,FCER1G,-8.522815,-7.136765,1.557221215315942e-17,9.92728524763913e-16
Cluster 2,SRGN,-9.657813,-3.2548559,4.554826763159926e-22,4.977774962596204e-20
Cluster 3,CD3D,17.240574,4.436552,1.3172296249024176e-66,1.0076806630503494e-63
Cluster 3,LDHB,14.679369,2.1486566,8.740030305461817e-49,8.357653979597864e-47
Cluster 3,CD3E,14.364164,3.4571354,8.684817289489601e-47,7.382094696066161e-45
Cluster 3,IL32,14.329738,4.2234898,1.4265869416514214e-46,1.0913390103633373e-44
Cluster 3,AES,14.282122,2.7476835,2.8285743747367053e-46,1.9671449060668907e-44
Cluster 3,NOSIP,14.02817,2.8736858,1.0482242071051588e-44,6.6824293202953876e-43
Cluster 3,GIMAP7,13.21199,2.543629,7.481915257857126e-40,2.8618325861303504e-38
Cluster 3,CD52,12.940378,1.9085683,2.6631497103737813e-38,9.260497856527012e-37
Cluster 3,LCK,12.457959,3.4680243,1.2656887080064743e-35,3.873007446499811e-34
Cluster 3,CD27,11.8458805,3.0195568,2.2603149326131044e-32,6.175503298032231e-31
Cluster 3,PTPRCAP,11.576504,2.5830657,5.421233717645373e-31,1.38241459799957e-29
Cluster 3,LAT,11.208765,3.398943,3.6931054035395396e-29,8.828830105336713e-28
Cluster 3,LTB,10.471275,2.3089943,1.1705490384763136e-25,2.4874167067621667e-24
Cluster 3,NPM1,9.975443,1.1008978,1.9522806958282708e-23,3.930249295549019e-22
Cluster 3,CD3G,9.710984,3.3751707,2.7071033100275696e-22,5.3100872619771556e-21
Cluster 3,TRAF3IP3,9.506213,1.7344991,1.9772993926550635e-21,3.781585088452809e-20
Cluster 3,CD2,9.294289,2.4741151,1.481944240822161e-20,2.5765621459748933e-19
Cluster 3,GYPC,9.153452,1.7507656,5.514264086695432e-20,9.170460926786968e-19
Cluster 3,CD247,8.849201,2.6613913,8.814774943619492e-19,1.4048547566393564e-17
Cluster 3,CD7,8.807845,2.2194211,1.2757490121099053e-18,1.991730600538934e-17
Cluster 3,BTG1,8.798456,1.3026761,1.3871170735858368e-18,2.1222891225863303e-17
Cluster 3,IL2RG,8.743015,1.5917964,2.2696956209452437e-18,3.4045434314178654e-17
Cluster 3,IL7R,8.616263,3.1913896,6.917476559929447e-18,9.79975845990005e-17
Cluster 3,SIT1,8.519466,2.7448707,1.6029048351408162e-17,2.151267015583727e-16
Cluster 3,ISG20,8.458437,1.7836738,2.709846072497789e-17,3.5136139753573027e-16
Cluster 3,EVL,8.392043,1.5980158,4.777661310148436e-17,5.991657216825498e-16
Cluster 3,GZMM,8.294128,2.3628588,1.0938428088353262e-16,1.3496608850952007e-15
Cluster 3,CCR7,7.9266133,3.517014,2.2520331852461994e-15,2.6504698257128345e-14
Cluster 3,FYB,7.710888,1.9765953,1.2494519336651381e-14,1.3852619264548272e-13
Cluster 3,ITM2A,7.62661,3.2324119,2.4100732761354806e-14,2.596769093300905e-13
Cluster 3,PRDX2,7.141955,1.4427338,9.20127474870898e-13,8.690092818225147e-12
Cluster 3,CALM1,6.9789877,1.0341302,2.9731496468097808e-12,2.6758346821288028e-11
Cluster 3,S1PR4,6.2435102,1.3387358,4.278587052059296e-10,3.6776619042981588e-09
Cluster 3,IFITM1,6.0671296,1.8508373,1.302164456875191e-09,1.0827780538146968e-08
Cluster 3,FLT3LG,6.032703,2.433784,1.6123955774352702e-09,1.3122155497212572e-08
Cluster 3,PRKCQ-AS1,6.004089,3.060923,1.9240947338676748e-09,1.549402601482917e-08
Cluster 3,MAL,5.9703326,3.2478387,2.3677016428369725e-09,1.8867622466357126e-08
Cluster 3,GSTK1,5.902374,0.89581466,3.5830826770590606e-09,2.8258332453094653e-08
Cluster 3,TBC1D10C,5.8909726,1.2527304,3.8392887881151524e-09,2.9969958397021345e-08
Cluster 3,RPL36AL,5.880466,0.68195045,4.091132256965744e-09,3.161329471291711e-08
Cluster 3,HNRNPA1,5.8659353,0.5626747,4.46608158538101e-09,3.4165524128164724e-08
Cluster 3,CCDC109B,5.75349,1.4453318,8.741967976732603e-09,6.492820875922759e-08
Cluster 3,LBH,5.5621314,2.130581,2.66499141557177e-08,1.941636602773718e-07
Cluster 3,PPP2R5C,5.4655585,1.8257748,4.6145206004657285e-08,3.299166597529236e-07
Cluster 3,CALM3,5.4566164,1.1790414,4.85293359680465e-08,3.4374946310699604e-07
Cluster 3,EIF3E,5.239103,1.2452515,1.613591317598353e-07,1.0923870424449027e-06
Cluster 3,SEPT7,5.1215158,1.021401,3.030892631121455e-07,1.9484309771495067e-06
Cluster 3,CNN2,5.081948,1.0520066,3.7358446219134567e-07,2.381600946469829e-06
Cluster 3,GBP2,5.0439444,1.8990884,4.5603229525277126e-07,2.8595467694128693e-06
Cluster 3,LEPROTL1,4.989175,1.7751746,6.063781468370807e-07,3.7110342586429337e-06
Cluster 3,CORO1B,4.9871626,1.1856143,6.12724697844923e-07,3.720114236915604e-06
Cluster 3,TOMM7,4.8201714,0.65968716,1.4343499918713343e-06,8.506029021562563e-06
Cluster 3,ALOX5AP,4.7450585,1.5991244,2.084458546905475e-06,1.1989554799869838e-05
Cluster 3,EIF4A2,4.733434,0.8247781,2.2075259629617496e-06,1.25369106847737e-05
Cluster 3,HCST,4.7249393,0.9168661,2.3018412280908987e-06,1.2947856908011305e-05
Cluster 3,CCDC167,4.6162944,1.5579742,3.9065286983841255e-06,2.165575691495548e-05
Cluster 3,NDFIP1,4.6071286,1.0308638,4.082671943629545e-06,2.2469381560263323e-05
Cluster 3,DENND2D,4.5302277,2.1680741,5.892012544702474e-06,3.174218025843234e-05
Cluster 3,ADD3,4.4191236,1.9255104,9.910188876130985e-06,5.228478958786347e-05
Cluster 3,SRP14,4.3954277,0.45622796,1.1055494709355934e-05,5.7927763374365e-05
Cluster 3,SH3YL1,4.3408813,2.2094326,1.4191225824684912e-05,7.335329564786458e-05
Cluster 3,CCDC107,4.29103,1.2348144,1.7784630569843985e-05,9.070161590620432e-05
Cluster 3,STK17A,4.2224,1.4003904,2.4171430818182387e-05,0.00012054977458930081
Cluster 3,TTC39C,4.221506,2.0351243,2.426753632255206e-05,0.00012054977458930081
Cluster 3,HSPB1,4.2139053,1.1846213,2.5099239875468496e-05,0.00012387689357892516
Cluster 3,PBXIP1,4.1508646,1.9978882,3.3122178778720925e-05,0.0001624260690110353
Cluster 3,DNAJB1,4.1343217,1.6393863,3.560042477179685e-05,0.00017346703790079357
Cluster 3,PIK3IP1,4.125827,1.7041292,3.694048949976927e-05,0.00017885743333749047
Cluster 3,ANP32B,4.122921,0.7222724,3.740982648285582e-05,0.00017999067458732517
Cluster 3,SOD1,4.0527263,0.6444461,5.062420394286963e-05,0.00024204697510184543
Cluster 3,CLPP,4.0048866,1.1673009,6.204718894820711e-05,0.00029482049407067353
Cluster 3,HMOX2,4.000863,1.1185167,6.311191683462215e-05,0.00029802849616349347
Cluster 3,MZT2B,3.9950507,0.7011299,6.468043194983e-05,0.00030356153645165614
Cluster 3,ZFP36L2,3.9188204,0.7930465,8.898342810155754e-05,0.00041507513718104587
Cluster 3,EID1,3.8908765,0.64758,9.988271542502432e-05,0.00046309258969784
Cluster 3,CAMK4,3.8850644,2.910404,0.00010230279418722821,0.00047145564791102156
Cluster 3,RGS10,3.8432605,0.7706896,0.00012141042645139262,0.0005561615343432058
Cluster 3,YWHAB,3.7976565,0.58782554,0.00014607053250612412,0.0006651426033761009
Cluster 3,ANAPC16,3.7614415,0.71388847,0.0001689369098789192,0.0007602160944551365
Cluster 3,SKP1,3.691247,0.6409045,0.00022315726432987828,0.0009845779101204759
Cluster 3,GZMK,3.690353,2.5423813,0.00022394321092936316,0.0009845779101204759
Cluster 3,CD8B,3.6733632,2.1896403,0.00023937896013878925,0.0010464280257495644
Cluster 3,NSA2,3.665986,1.130838,0.00024638744233093196,0.0010648948778709771
Cluster 3,CD28,3.5747778,3.4357467,0.0003505254297094347,0.00148150250678297
Cluster 3,NDUFS5,3.517102,0.6658843,0.00043628594945137767,0.0018139062572299126
Cluster 3,PPP1CC,3.490276,0.9191076,0.00048252163680896165,0.0019952921738316523
Cluster 3,STMN1,3.4066687,1.5829979,0.0006576089592183751,0.0026759087968194523
Cluster 3,TPM4,3.357935,1.1192209,0.0007852709293454331,0.0031451950835039598
Cluster 3,CRIP1,3.3033888,0.60823214,0.0009552381256089484,0.0037667895159321937
Cluster 3,PLGRKT,3.2613616,1.4218602,0.0011087853750682657,0.004327657203710323
Cluster 3,PTPRC,3.2365477,0.6136448,0.0012098503004294523,0.00469814964379965
Cluster 3,HNRNPR,3.1766365,0.86352336,0.0014899370095851519,0.005727647298153975
Cluster 3,HIST1H4C,3.156517,1.1298918,0.0015966559699518393,0.006107209085065785
Cluster 3,CD40LG,3.1279027,3.5029624,0.001760584838151362,0.006700733339232796
Cluster 3,FKBP11,3.1261144,0.9326959,0.0017713271751946579,0.006708244005068877
Cluster 3,C6orf48,3.123208,0.5514971,0.0017889120574470852,0.006741466620428671
Cluster 3,HMHA1,3.1196313,0.9461561,0.0018107752330040884,0.006790407123765331
Cluster 3,GZMA,3.106889,0.98811454,0.0018906736888527212,0.00702119112607928
Cluster 3,SNHG8,3.1006296,0.84031844,0.001931096672908911,0.00711845170101858
Cluster 3,IL16,3.0814044,0.99708843,0.002060266348401759,0.00750525598346355
Cluster 3,NECAP2,3.0704505,0.97195804,0.002137361371634907,0.007749201181519922
Cluster 3,RWDD1,3.022611,0.752406,0.0025060423765018523,0.008958515972074378
Cluster 3,NUCB2,3.0201519,1.0021601,0.002526479754656889,0.008989567499128
Cluster 3,ATPIF1,3.0147867,0.61290336,0.0025716005869350633,0.009092543124976243
Cluster 3,MGAT4A,2.9450393,2.1199682,0.003229136712703167,0.011185859823133646
Cluster 3,DEK,2.9448156,0.7012677,0.0032314706155719417,0.011185859823133646
Cluster 3,C9orf78,2.872162,0.70719826,0.0040767368675259045,0.013985218402050748
Cluster 3,HNRNPK,2.8574078,0.5598944,0.004271165330915443,0.014478086137707027
Cluster 3,FDX1,2.8080034,0.92179644,0.004984968255573596,0.016580437893538268
Cluster 3,ESD,2.7661998,1.1721298,0.005671377770521509,0.018700879286417907
Cluster 3,NGFRAP1,2.7590463,1.9561651,0.005797033771767665,0.019033179551082677
Cluster 3,NINJ2,2.7203722,1.7142746,0.006520847921207504,0.021137494320863308
Cluster 3,CUTA,2.7058415,0.46790022,0.00681315644433975,0.02189943142823491
Cluster 3,GATA3,2.701594,2.3317258,0.00690079664501101,0.022088323989261183
Cluster 3,DGCR6L,2.694664,0.8834242,0.007045964485724291,0.02245901179824618
Cluster 3,LIMS1,2.680804,1.1484005,0.0073445535229648565,0.02331362425339467
Cluster 3,PCNP,2.6548722,0.953188,0.007933845922352467,0.024976922348146656
Cluster 3,SAMD3,2.6334114,1.6931974,0.008453187094250976,0.026287350110170717
Cluster 3,CCL5,2.606362,0.879776,0.009150969246094433,0.028020249149940547
Cluster 3,C19orf53,2.556734,0.4890739,0.010565996886828652,0.032075347692158404
Cluster 3,ARL4C,2.5446625,0.684833,0.010938344442676188,0.033074440706115746
Cluster 3,HMGB2,2.539297,0.9155108,0.011107542620270562,0.0334538193090826
Cluster 3,NBEAL1,2.5350497,0.49683067,0.011243135837990975,0.03372940751397293
Cluster 3,MAPKAPK5-AS1,2.5104594,1.330744,0.012057421456733068,0.03598176769446398
Cluster 3,MEAF6,2.509565,0.6811078,0.012087992545721887,0.03598176769446398
Cluster 3,RPL39,2.5048707,0.78408414,0.01224962056267651,0.03624997072754313
Cluster 3,CD8A,2.467985,1.7810872,0.013587603652511727,0.03952287754437822
Cluster 3,ATP6V1G1,2.4192512,0.44735005,0.015552496859875187,0.0448968305577529
Cluster 3,WIBG,2.363811,0.9672201,0.01808804079819488,0.05163190750231002
Cluster 3,C9orf142,2.3445857,0.5732362,0.01904823281668526,0.05396999298060823
Cluster 3,C1orf228,2.3291607,1.7788694,0.01985054946220314,0.05603568390621919
Cluster 3,FAM65B,2.3240192,0.68590486,0.020124467663257966,0.056600065302913026
Cluster 3,DUSP2,2.3202188,0.7375228,0.020329043468974427,0.05696600092954372
Cluster 3,LY9,2.2985346,2.239,0.021531385304868495,0.06000253267154136
Cluster 3,TMIGD2,2.2587428,1.6340895,0.023899392353882495,0.0655305919380649
Cluster 3,GCHFR,2.2225277,1.0926465,0.02624766141409937,0.07120376234675893
Cluster 3,KLRB1,2.2077734,2.3326278,0.027260067408687676,0.07342940692833123
Cluster 3,DYNLRB1,2.2057614,0.48087287,0.027400700554186846,0.07354924885597522
Cluster 3,KLRG1,2.1780415,1.3212993,0.0294029533152591,0.07837372573579517
Cluster 3,NUCKS1,2.1507683,0.60895455,0.03149448475070254,0.08199588118803612
Cluster 3,MRPS21,2.1438384,0.4924675,0.032045840042130125,0.0831019241770493
Cluster 3,FLI1,2.126625,1.0399128,0.03345124815397991,0.08587317059662627
Cluster 3,NDNL2,2.1143298,0.7599941,0.034487104521992475,0.08764995003097756
Cluster 3,TXNIP,2.1098588,0.37369382,0.03487051446292458,0.08833093895409704
Cluster 3,EIF3D,2.092422,0.35710415,0.03640078130210516,0.09190296269343383
Cluster 3,NUDCD2,2.0465944,0.911397,0.040697925701178375,0.10108413364091381
Cluster 3,CPA5,2.0280397,3.240431,0.04255618639053958,0.10535754883094751
Cluster 3,CST7,2.0112736,0.51227134,0.044296565903650865,0.10896100616171354
Cluster 3,IGBP1,1.9958487,0.49951822,0.045950395176138366,0.1126668343261085
Cluster 3,UFD1L,1.9645518,0.5823728,0.04946613774294696,0.12051463494698862
Cluster 3,BIN3,1.9433146,1.3789741,0.05197815974934624,0.12556659489139757
Cluster 3,PTPN7,1.9428675,1.3226441,0.052032170693559525,0.12556659489139757
Cluster 3,LSM4,1.9231951,0.362506,0.05445554645334498,0.1310015504302167
Cluster 3,CXCR4,1.8914511,0.6003879,0.05856414764871517,0.13877519213666573
Cluster 3,ANKRD12,1.8912276,0.67298055,0.05859397001325886,0.13877519213666573
Cluster 3,COA6,1.8753556,1.0039935,0.06074382118883872,0.14342291114031364
Cluster 3,RNF167,1.8717788,0.60662484,0.06123721316544712,0.14414297868174478
Cluster 3,RP11-291B21.2,1.7638044,2.169828,0.07776490745314014,0.17748306004051997
Cluster 3,IDH3B,1.7099291,0.50374746,0.0872789923783894,0.19522932505692364
Cluster 3,PSMD13,1.702999,0.48698735,0.08856825040038589,0.19696137080318374
Cluster 3,TIGIT,1.6994222,2.424015,0.08923965491760037,0.19787923481728778
Cluster 3,COX7C,1.6781851,0.1650299,0.09331097964548038,0.2051232742206681
Cluster 3,TNFRSF4,1.673267,2.5685415,0.09427475317744097,0.2066480979390898
Cluster 3,LYAR,1.6493472,0.71746796,0.09907652896782715,0.21593602467346942
Cluster 3,BZW1,1.6265452,0.7058339,0.10383373753941297,0.22375439216239695
Cluster 3,ZNRD1,1.6225213,0.6934949,0.10469178523777994,0.2249697070418586
Cluster 3,SNHG7,1.5950247,0.37249896,0.11070671549928361,0.23590706784666285
Cluster 3,CTSW,1.5880947,0.34275064,0.11226493650321029,0.23745865805833433
Cluster 3,ADSL,1.5876476,0.59933925,0.11236605780015298,0.23745865805833433
Cluster 3,BLOC1S4,1.5780349,0.5805532,0.11455758426297165,0.24074662083442014
Cluster 3,PDAP1,1.571552,0.47539118,0.11605448500122728,0.24257289897797504
Cluster 3,SSU72,1.5485264,0.37345633,0.12149560595902044,0.25120037448283955
Cluster 3,CD47,1.5409257,0.4842634,0.123334860115241,0.25431581667967484
Cluster 3,MAD1L1,1.5098524,0.70981884,0.1310810959393327,0.26669425104678063
Cluster 3,C19orf43,1.4819087,0.1876356,0.13836458715455494,0.27709138527024746
Cluster 3,STK4,1.4774377,0.6596715,0.13955834055388341,0.2780263815721896
Cluster 3,HPCAL1,1.4731903,0.6575496,0.14069973392155416,0.2795721985713998
Cluster 3,SEPT9,1.4535179,0.39750847,0.14608000198474017,0.28801856061424286
Cluster 3,MIF,1.4240094,0.28215268,0.15444374355964013,0.30063476799777283
Cluster 3,C10orf118,1.4123849,0.9146343,0.15783667220331932,0.30568368160896014
Cluster 3,OST4,1.41082,0.27567896,0.15829769173965857,0.30580235904252223
Cluster 3,STUB1,1.3942773,0.35381544,0.16323386467160805,0.3129671841448124
Cluster 3,JOSD2,1.3915948,0.5296793,0.16404514396844272,0.31373633783964666
Cluster 3,CD82,1.3893592,0.8131244,0.1647235276313478,0.31424812627925447
Cluster 3,ANXA11,1.3871238,0.37445727,0.16540402156320122,0.31476138431803213
Cluster 3,ISCU,1.3754992,0.27885863,0.16897672907108308,0.3207622772689294
Cluster 3,ARPC5L,1.3710282,0.40040687,0.17036615685720946,0.32259928216773576
Cluster 3,SBDS,1.3602978,0.6500448,0.17373568594416888,0.32708676786775676
Cluster 3,UPP1,1.3442023,0.68557584,0.17888297681612397,0.3354055815302325
Cluster 3,EPC1,1.3292245,0.5581255,0.18377391540785926,0.3420609374379862
Cluster 3,LAG3,1.3216238,1.9229015,0.18629344787924063,0.3450713986140898
Cluster 3,TPR,1.3129054,0.38642815,0.18921482921081667,0.34963609745477
Cluster 3,CCR10,1.3055283,2.9419615,0.19171302912369903,0.35339871633645725
Cluster 3,CCT6A,1.2968098,0.35397875,0.1946966242744843,0.3571772603596655
Cluster 3,JAK1,1.293233,0.32107228,0.1959304681789129,0.3577250791333374
Cluster 3,UBALD2,1.276914,0.8680688,0.20163262978049445,0.36551886678217593
Cluster 3,EXOG,1.2693132,1.0936576,0.20432935593024504,0.36692947719867947
Cluster 3,PPIG,1.2315334,0.39479277,0.21812342278933894,0.386260227856121
Cluster 3,MRPS33,1.2252741,0.49023268,0.2204719844523012,0.3895112047558928
Cluster 3,CHCHD7,1.2239327,0.6194317,0.2209775985151078,0.3895112047558928
Cluster 3,SYPL1,1.2190146,0.52975404,0.22283862750081218,0.3918886207772904
Cluster 3,ZFAS1,1.213873,0.2160434,0.22479621439985453,0.3944245504951576
Cluster 3,RABAC1,1.2062724,0.1817137,0.22771249575797226,0.39650880539646793
Cluster 3,EIF3G,1.2053782,0.16821635,0.22805735212345868,0.39650880539646793
Cluster 3,ILF3-AS1,1.2009071,0.46789774,0.2297872149752057,0.39861047495698954
Cluster 3,PLP2,1.1874942,0.27288318,0.23503274206408498,0.40678003370171395
Cluster 3,EMB,1.1859293,0.73114944,0.2356501985856666,0.40678003370171395
Cluster 3,ADTRP,1.1798935,2.620091,0.23804256580465533,0.40921924233834
Cluster 3,CARS,1.1532911,1.0859755,0.2487909012944327,0.42483267743357367
Cluster 3,RNF34,1.141443,1.0697806,0.2536856050396036,0.4322260308581219
Cluster 3,WIPF1,1.132054,0.4825516,0.25761174886026816,0.4360021855710291
Cluster 3,SP100,1.1143936,0.33738816,0.26511038422982425,0.44573504161717703
Cluster 3,TRAM1,1.1041102,0.33350575,0.269545297694896,0.4521977033697268
Cluster 3,GLOD4,1.0967332,0.52969694,0.2727580553841419,0.4545967589735698
Cluster 3,PNISR,1.0967332,0.27429676,0.2727580553841419,0.4545967589735698
Cluster 3,MRFAP1,1.0833203,0.4019784,0.27866632204733666,0.4614280007926679
Cluster 3,IMPDH2,1.0799669,0.32773682,0.28015689335328253,0.46289421903944095
Cluster 3,LSM5,1.0535882,0.50577116,0.29207152347511467,0.4794736383228814
Cluster 3,TEX264,1.0377162,0.34106833,0.2994022327556263,0.48904354256701277
Cluster 3,NCOR1,1.036822,0.27727675,0.2998188515868353,0.48904354256701277
Cluster 3,GOLGA7,1.0276564,0.40369168,0.3041114792409937,0.49081283042059104
Cluster 3,GTF2E2,1.0068663,0.57795566,0.31399901933534924,0.5046179067007025
Cluster 3,POP5,1.005525,0.4042949,0.31464410653102626,0.5046179067007025
Cluster 3,S100B,1.0017247,1.2636285,0.3164765815730868,0.5064949474966766
Cluster 3,GPR171,0.9880882,1.6805978,0.3231094675137476,0.5158285618874094
Cluster 3,DDX39A,0.9666274,0.39364251,0.33373031489636906,0.5284898885179276
Cluster 3,SUMO2,0.96416837,0.13273667,0.33496150873664166,0.5284898885179276
Cluster 3,SLTM,0.9637213,0.33410993,0.33518567616925,0.5284898885179276
Cluster 3,CORO7,0.9558971,0.7005306,0.33912424194441726,0.5327105648613536
Cluster 3,PQBP1,0.9398015,0.3055917,0.34731938358568504,0.5433524099039858
Cluster 3,TMEM126B,0.935107,0.45497987,0.3497331725751114,0.5445091906486037
Cluster 3,KLF3,0.9342128,0.28827056,0.35019414614263145,0.5445091906486037
Cluster 3,NKG7,0.93175375,0.01508458,0.3514638097286208,0.5453748771651012
Cluster 3,NEDD8,0.9201292,0.18089467,0.3575052639028491,0.5525081351225849
Cluster 3,H1FX,0.8749722,0.2754271,0.3815890340049548,0.5841529348742949
Cluster 3,SH2D2A,0.87452507,1.0397086,0.3818323583896558,0.5841529348742949
Cluster 3,ZNF524,0.86938345,0.4080306,0.38463742540036083,0.5861506582296335
Cluster 3,GTF3C6,0.86535954,0.3279,0.38684146206206893,0.588337412480085
Cluster 3,CD164,0.86290056,0.2105022,0.38819215864265655,0.5892202407968894
Cluster 3,TCEAL8,0.85842955,0.4600766,0.3906553197157988,0.5894055678383482
Cluster 3,COX16,0.85708827,0.28726178,0.3913961156364456,0.5894055678383482
Cluster 3,ATP5O,0.85485274,0.13162415,0.3926326689184083,0.5901060741111638
Cluster 3,ELOVL5,0.8514995,0.3146774,0.3944919333186836,0.5917378999780254
Cluster 3,POLR2I,0.84836984,0.3670523,0.3962320433647887,0.5918007680199976
Cluster 3,TXN,0.84814626,0.2335686,0.3963565140253891,0.5918007680199976
Cluster 3,CCNI,0.83182716,0.15482298,0.4055065054099827,0.6035262191413165
Cluster 3,ZNF428,0.82713264,0.3029088,0.4081618894908974,0.6062987290495854
Cluster 3,SLC25A39,0.8233323,0.28066367,0.41031905361221443,0.6083218527390388
Cluster 3,ARL6IP5,0.799189,0.20403892,0.4241808504883511,0.6216443498536179
Cluster 3,RP11-489E7.4,0.7924825,1.2644356,0.4280794019165399,0.6237728427926724
Cluster 3,H2AFJ,0.7884586,0.29193586,0.43042850897003915,0.6248155775371536
Cluster 3,ACP5,0.78063434,0.3774011,0.43501757305760735,0.6302811427823288
Cluster 3,AC084018.1,0.76789206,1.0021933,0.4425513191653816,0.6399844218554195
Cluster 3,RBM17,0.7645388,0.24444641,0.44454621647047754,0.641656331320595
Cluster 3,NDUFB10,0.7571617,0.2021995,0.4489530026507199,0.6467966987340881
Cluster 3,DAXX,0.749561,0.35524517,0.45351914368646296,0.6521468889476394
Cluster 3,PSMC5,0.74509,0.15358107,0.4562173030017649,0.6533146479669437
Cluster 3,ANXA1,0.7180405,0.21173783,0.4727322872349292,0.6721936798043138
Cluster 3,CNPY2,0.71625215,0.18278545,0.47383566662657517,0.6725125880692578
Cluster 3,SEC62,0.7077573,0.17387438,0.47909600277675757,0.6774647728728642
Cluster 3,U2AF1L4,0.7006037,0.3535022,0.4835503715434114,0.681834945042596
Cluster 3,SIAH2,0.69993305,0.32503462,0.4839691178537643,0.681834945042596
Cluster 3,CCBL2,0.69546205,0.72538245,0.486765779726719,0.6832583880567706
Cluster 3,ST6GALNAC1,0.6921088,4.621335,0.48886899330338995,0.6849538092987056
Cluster 3,HAX1,0.68920267,0.1913927,0.4906957317398767,0.6850040780675286
Cluster 3,RP11-277L2.3,0.67377776,1.4597713,0.5004526084651293,0.6960840826833162
Cluster 3,FGFR1OP2,0.6545525,0.4349465,0.5127558974780607,0.7106127927005733
Cluster 3,EIF3L,0.65254056,0.08324971,0.5140525014807025,0.7111214532237566
Cluster 3,AHSA1,0.64337504,0.23956187,0.5199807628459037,0.7180239775760222
Cluster 3,RCSD1,0.6393512,0.23373573,0.5225945067723287,0.718545483490526
Cluster 3,TAPBP,0.63286823,0.18224499,0.5268196899642992,0.7208704806053429
Cluster 3,PCNA,0.63152695,0.27280518,0.5276960380901856,0.7208704806053429
Cluster 3,EBPL,0.6239263,0.30060402,0.5326760104025625,0.7263763778216762
Cluster 3,BFAR,0.6123017,0.37099454,0.5403381663712232,0.734207277573687
Cluster 3,LPXN,0.61073685,0.3750805,0.541373804496645,0.7343102135459811
Cluster 3,IL2RB,0.5921823,0.55668586,0.5537285502975999,0.7484140299958727
Cluster 3,ZNHIT1,0.5870406,0.06447073,0.5571764259323106,0.7511234602623891
